id_origen;fila_original;fecha;nombre;importe_eur;tipo;categoria_principal;subcategoria;contexto;plataforma;viaje_proyecto;recurrente;fiscal_piso_malaga;categoria_original;nota_migracion
mov-000723;724;2025-05-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000724;725;2025-05-04;Vuelos cooperacion;-885.00;Gasto;Transporte;Avión;Personal;;Voluntariado Paraguay 2025;No;No aplica;Transporte;
mov-000725;726;2025-05-04;Pan;-0.40;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000726;727;2025-05-04;Carbonara;-7.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000727;728;2025-05-03;Cercanias;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000728;729;2025-05-03;Uber;-11.58;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000729;730;2025-05-03;Cerveza;-6.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000731;732;2025-05-03;Alquiler piso;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000733;734;2025-05-03;Cine;-11.80;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000734;735;2025-05-01;Chatgpt;-22.99;Gasto;Suscripciones;IA y software;Personal;;;Sí;No aplica;Suscripciones;
mov-000735;736;2025-05-01;Karting;-14.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000736;737;2025-05-01;Sushi;-25.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000737;738;2025-05-01;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000738;739;2025-04-30;Seguro de viaje;-127.50;Gasto;Salud;Seguro de viaje;Personal;;;No;No aplica;Utilities;
mov-000739;740;2025-04-30;Sueldo;1592.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000740;741;2025-04-27;Bazar comida;-3.10;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000741;742;2025-04-26;Uber;-10.93;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000742;743;2025-04-26;Bus;-5.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000743;744;2025-04-26;Pan;-0.50;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000744;745;2025-04-26;Metro;-1.65;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000745;746;2025-04-25;Bus;-5.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000746;747;2025-04-25;Pizza;-7.90;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000747;748;2025-04-24;Comida de ricos;-25.28;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000748;749;2025-04-23;Kfc;-15.60;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000749;750;2025-04-23;The economist;-11.99;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000750;751;2025-04-23;Ferri;-2.00;Gasto;Transporte;Barco;Personal;;;No;No aplica;Transporte;
mov-000751;752;2025-04-23;Adaptador;-5.00;Gasto;Compras;Tecnología;Personal;;;No;No aplica;Shopping;
mov-000752;753;2025-04-23;Bocata;-4.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000753;754;2025-04-23;Agua;-1.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000754;755;2025-04-20;Comprita;-9.35;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000755;756;2025-04-17;Carne;-2.75;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000756;757;2025-04-17;Hamburguesas;-8.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000757;758;2025-04-16;Food;-4.19;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000758;759;2025-04-12;Gofre;-7.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000759;760;2025-04-12;Pollo;-9.95;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000760;761;2025-04-11;Comia;-2.75;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000761;762;2025-04-11;Maria;-9.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Actividades;
mov-000762;763;2025-04-10;Orla;-13.00;Gasto;Educación;Otros;Personal;;;No;No aplica;Utilities;
mov-000763;764;2025-04-09;Cerveza;-2.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000764;765;2025-04-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000767;768;2025-04-04;Comia;-30.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000768;769;2025-04-03;Cerve;-2.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000769;770;2025-04-02;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000770;771;2025-04-01;Gpt;-22.99;Gasto;Suscripciones;IA y software;Personal;;;Sí;No aplica;Suscripciones;
mov-000771;772;2025-03-29;Tm;1393.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000772;773;2025-03-29;Furbo;-1.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000773;774;2025-03-29;Merca;-5.00;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000774;775;2025-03-28;Reserva UC3M;-450.00;Gasto;Educación;Matrícula y tasas;Personal;;;No;No aplica;Educación;
mov-000775;776;2025-03-26;Food;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000776;777;2025-03-25;Comia;-2.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000777;778;2025-03-25;Lse;-114.00;Gasto;Educación;Solicitudes de máster;Personal;;;No;No aplica;Educación;
mov-000778;779;2025-03-24;Application fee EPFL;-150.00;Gasto;Educación;Solicitudes de máster;Personal;;;No;No aplica;Educación;
mov-000779;780;2025-03-23;Gaso;-55.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000780;781;2025-03-23;Comida mer;-19.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000781;782;2025-03-23;Comia ahinoa;-10.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000782;783;2025-03-23;Blabla;172.00;Ingreso;Ingresos;Transporte compartido;Personal;;;No;No aplica;Transporte;Ingreso de BlaBlaCar
mov-000783;784;2025-03-21;Gaso;-44.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000784;785;2025-03-19;Pta almuerzo;-11.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000785;786;2025-03-19;Pinta;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000786;787;2025-03-16;Carne;-8.50;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000787;788;2025-03-15;Batido;-4.60;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000788;789;2025-03-15;Sushi;-25.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000789;790;2025-03-15;Pan;-0.40;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000790;791;2025-03-12;Carlos III;-82.80;Gasto;Educación;Matrícula y tasas;Personal;;;No;No aplica;Educación;
mov-000791;792;2025-03-11;Churros;-4.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000792;793;2025-03-10;Gaso;-62.88;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000793;794;2025-03-09;Churros;-9.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000794;795;2025-03-08;Libro;-9.45;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000795;796;2025-03-07;Tapas;-6.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000796;797;2025-03-07;Park;-0.76;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;
mov-000797;798;2025-03-06;Comida uni;-5.75;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000798;799;2025-03-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000799;800;2025-03-04;Viaje;-144.00;Gasto;Transporte;Avión;Personal;;;No;No aplica;Actividades;Concepto probable: vuelo
mov-000800;801;2025-03-04;Pelu;-10.00;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000801;802;2025-03-03;Gaso;-20.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000802;803;2025-03-02;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000803;804;2025-03-02;Comida presentación ainhoa;-13.88;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000804;805;2025-03-02;Burger;-15.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000807;808;2025-03-01;Alquiler;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000808;809;2025-03-01;Comida;-6.05;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000809;810;2025-02-28;Chagpt;-22.99;Gasto;Suscripciones;IA y software;Personal;;;Sí;No aplica;Suscripciones;
mov-000810;811;2025-02-27;Sueldo tm;1034.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000811;812;2025-02-24;Mercadona;-6.29;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000812;813;2025-02-23;Nenita;-22.10;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000813;814;2025-02-22;Geneve master;-69.00;Gasto;Educación;Solicitudes de máster;Personal;;;No;No aplica;Educación;
mov-000814;815;2025-02-22;Rule;-4.00;Gasto;Ocio;Apuestas;Personal;;;No;No aplica;Actividades;
mov-000815;816;2025-02-18;Graduacion;-42.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000816;817;2025-02-16;Carne;-4.10;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000817;818;2025-02-15;Cine;-10.90;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000818;819;2025-02-14;Gaso;-70.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000819;820;2025-02-12;Hierbabuena;-1.19;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000820;821;2025-02-10;Alojamiento malta;-42.00;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000821;822;2025-02-10;Vuelos y tren;-160.00;Gasto;Transporte;Otros;Personal;;;No;No aplica;Transporte;Movimiento mixto de avión y tren.
mov-000822;823;2025-02-09;Comida granada;-32.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000823;824;2025-02-09;Uber y bus;-9.16;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000824;825;2025-02-09;Nil ojeda estafador;-17.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000825;826;2025-02-06;Gre segundo intento;-193.55;Gasto;Educación;Exámenes e idiomas;Personal;;;No;No aplica;Educación;
mov-000826;827;2025-02-06;Gaso;-30.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000827;828;2025-02-05;Apple;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000828;829;2025-02-05;Carne;-3.70;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000829;830;2025-02-04;Cerveza y brava;-5.15;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000830;831;2025-02-04;Piso granada;-13.08;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000831;832;2025-02-03;Alquiler piso;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000834;835;2025-02-01;Gasofa;-20.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000835;836;2025-01-31;Suelo tropical;1034.90;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000836;837;2025-01-27;Pizarra y bolis;-13.00;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000837;838;2025-01-26;Padthai;-10.90;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000838;839;2025-01-23;Kebap;-5.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000839;840;2025-01-23;Graduacion;-8.50;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000840;841;2025-01-23;Gre;-196.00;Gasto;Educación;Exámenes e idiomas;Personal;;;No;No aplica;Educación;
mov-000841;842;2025-01-22;Cafes;-0.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000842;843;2025-01-21;Burguer;-6.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000843;844;2025-01-20;Luces piso;-12.26;Gasto;Piso Málaga;Mantenimiento y reparaciones;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000844;845;2025-01-19;Sierra nevada;-84.60;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000845;846;2025-01-19;Comida;-6.95;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000846;847;2025-01-19;Parking sn;-16.00;Gasto;Transporte;Parking y peajes;Personal;;;No;No aplica;Transporte;
mov-000847;848;2025-01-19;Gasofa;-53.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000848;849;2025-01-19;Bolleria;-1.95;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000849;850;2025-01-19;Chino;-12.12;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000850;851;2025-01-18;Furbo;-1.40;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000851;852;2025-01-17;Victoria cerveza;-8.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000852;853;2025-01-17;Kebap;-4.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000853;854;2025-01-14;Certificado carrera;-26.30;Gasto;Educación;Matrícula y tasas;Personal;;;No;No aplica;Utilities;
mov-000854;855;2025-01-12;Platano;-0.15;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000855;856;2025-01-12;Cine;-10.75;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000856;857;2025-01-11;Billar;-12.50;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000857;858;2025-01-11;Pelota;-1.80;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Shopping;Material deportivo
mov-000858;859;2025-01-10;Churros;-4.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000859;860;2025-01-09;Pizza;-6.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000860;861;2025-01-06;ICloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000861;862;2025-01-05;Gasofa;-70.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000862;863;2025-01-05;Carne;-2.69;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000863;864;2025-01-04;Cerveza;-3.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000864;865;2025-01-02;Pelu;-10.00;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000866;867;2025-01-02;Alquiler piso;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000868;869;2025-01-02;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000869;870;2024-12-31;Hamburguesa;-8.46;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000870;871;2024-12-31;Tm;828.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000871;872;2024-12-31;Cerveza;-6.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000872;873;2024-12-30;Cerveza;-2.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000873;874;2024-12-30;Pan;-1.05;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000874;875;2024-12-30;Ey;378.42;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000875;876;2024-12-30;Plantas;-0.58;Gasto;Compras;Hogar y jardín;Personal;;;No;No aplica;Comida;Huerto personal ya cerrado
mov-000876;877;2024-12-27;Pizza;-6.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000877;878;2024-12-22;Vips;-14.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000878;879;2024-12-22;Poker;-2.00;Gasto;Ocio;Apuestas;Personal;;;No;No aplica;Actividades;
mov-000879;880;2024-12-21;Plantas;-10.78;Gasto;Compras;Hogar y jardín;Personal;;;No;No aplica;Shopping;Huerto personal ya cerrado
mov-000880;881;2024-12-21;Furbo;-1.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000881;882;2024-12-20;Multa;-250.00;Gasto;Tasas y obligaciones;Multas;Personal;;;No;No aplica;Utilities;
mov-000882;883;2024-12-19;Comida uni;-20.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000883;884;2024-12-16;Comida casa lolo;-13.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000884;885;2024-12-15;Camiseta amigo invisible;-8.00;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000885;886;2024-12-14;Sushi;-22.25;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000886;887;2024-12-14;Regalo monzi;-5.00;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000887;888;2024-12-14;Cervezas y galan;-14.65;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000888;889;2024-12-13;Pizzas;-10.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000889;890;2024-12-11;Karts;-45.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000890;891;2024-12-09;Comida santiago;-16.57;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000891;892;2024-12-09;Techos catedral;-15.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000892;893;2024-12-08;Momo;-7.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000893;894;2024-12-08;Bus;-4.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000894;895;2024-12-08;M;-15.00;Gasto;Ocio;Vida nocturna;Personal;;;No;No aplica;Comida;Gasto personal indicado por el usuario
mov-000895;896;2024-12-06;Cerveza;-9.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000896;897;2024-12-06;Gaso;-50.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000897;898;2024-12-06;Campero;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000898;899;2024-12-06;Bus;-4.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000899;900;2024-12-05;Icloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000900;901;2024-12-05;ibi;-41.47;Gasto;Piso Málaga;Impuestos y tasas;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000901;902;2024-12-04;Segunda parte multa suiza;-109.00;Gasto;Tasas y obligaciones;Multas;Personal;;;No;No aplica;Utilities;
mov-000902;903;2024-12-03;Hamburguesa;-6.25;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000903;904;2024-12-03;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000904;905;2024-12-03;Piso;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000907;908;2024-12-01;Envio devolución mac;-7.00;Gasto;Compras;Tecnología;Personal;;;No;No aplica;Shopping;
mov-000908;909;2024-11-29;Cena y cervezas;-5.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000909;910;2024-11-29;Billar;-1.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000910;911;2024-11-29;Multa suiza;-35.00;Gasto;Tasas y obligaciones;Multas;Personal;;;No;No aplica;Utilities;
mov-000911;912;2024-11-29;Tropical millenium;552.00;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000912;913;2024-11-28;EY;391.47;Ingreso;Ingresos;Trabajo;Personal;;;Sí;No aplica;Sueldo;
mov-000913;914;2024-11-27;Hamburguesa;-7.55;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000914;915;2024-11-27;Costas juicio;-20.00;Gasto;Tasas y obligaciones;Otros;Personal;;;No;No aplica;Utilities;
mov-000915;916;2024-11-27;Comida;-11.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000916;917;2024-11-24;Furbo;-1.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000917;918;2024-11-21;Restaurante americano;-19.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000918;919;2024-11-20;Uni comia;-4.75;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
