id_origen;fila_original;fecha;nombre;importe_eur;tipo;categoria_principal;subcategoria;contexto;plataforma;viaje_proyecto;recurrente;fiscal_piso_malaga;categoria_original;nota_migracion
mov-000286;287;2025-12-15;Libro;-11.93;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000287;288;2025-12-15;Libro regalo;-13.90;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000288;289;2025-12-14;Compra;-6.28;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000289;290;2025-12-13;Geko;-20.37;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000290;291;2025-12-13;Cine 4d;-19.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000291;292;2025-12-11;Beca;265.26;Ingreso;Ingresos;Becas y ayudas;Personal;;;No;No aplica;Salud;Beca educativa
mov-000292;293;2025-12-11;Ibi;-41.47;Gasto;Piso Málaga;Impuestos y tasas;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000293;294;2025-12-11;Tasa basura;-35.14;Gasto;Piso Málaga;Impuestos y tasas;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000294;295;2025-12-11;Churros;-7.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000295;296;2025-12-09;Compra;-5.33;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000296;297;2025-12-09;Escalada;-20.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000297;298;2025-12-08;Kfc;-14.36;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000298;299;2025-12-08;Comidita toledo;-40.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000299;300;2025-12-07;Churros;-12.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000300;301;2025-12-05;Apple;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000301;302;2025-12-03;Too good;-3.99;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000302;303;2025-12-03;Alojamiento finlandia;-132.52;Gasto;Vivienda personal;Alojamiento temporal;Vivienda personal;;;No;No aplica;Actividades;
mov-000303;304;2025-12-03;Compra;-15.24;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000304;305;2025-12-03;Trenes finlandia;-85.85;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000305;306;2025-12-03;Vuelos;-214.00;Gasto;Transporte;Avión;Personal;;;No;No aplica;Comida;Categoría original errónea
mov-000306;307;2025-12-03;Beca;75.00;Ingreso;Ingresos;Becas y ayudas;Personal;;;No;No aplica;Educación;Beca educativa
mov-000307;308;2025-12-02;Too good;-10.19;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000308;309;2025-12-01;Compra;-26.62;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000309;310;2025-12-01;Alquiler madri;-700.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000310;311;2025-12-01;Alquiler;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000313;314;2025-12-01;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Comida;
mov-000314;315;2025-11-30;Burguer;-17.42;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000315;316;2025-11-29;Cluedo;-7.67;Gasto;Ocio;Otros;Personal;;;No;No aplica;Actividades;
mov-000316;317;2025-11-29;Comida;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000317;318;2025-11-29;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000318;319;2025-11-29;Comida;-19.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000319;320;2025-11-28;Carne;-5.39;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000320;321;2025-11-28;Papel;-0.60;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000321;322;2025-11-27;Pizza;-4.58;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000322;323;2025-11-26;Vuelo;-40.90;Gasto;Transporte;Avión;Personal;;;No;No aplica;Transporte;
mov-000323;324;2025-11-25;Comida uni;-7.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000324;325;2025-11-24;Bolt;-2.85;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000325;326;2025-11-24;Palacio;-7.97;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000326;327;2025-11-24;Libro;-12.95;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000327;328;2025-11-23;Metro;-5.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000328;329;2025-11-22;Sushi;-30.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000329;330;2025-11-21;Pago resto del voluntario;400.00;Ingreso;Ingresos;Becas y ayudas;Personal;;Voluntariado Paraguay 2025;No;No aplica;Sueldo;Ayuda o beca para realizar voluntariado
mov-000330;331;2025-11-19;Compra;-1.99;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000331;332;2025-11-18;Antifungi;-3.74;Gasto;Salud;Medicamentos;Personal;;;No;No aplica;Salud;
mov-000332;333;2025-11-15;Antibioticos;-8.78;Gasto;Salud;Medicamentos;Personal;;;No;No aplica;Salud;
mov-000333;334;2025-11-15;Compra;-25.58;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000334;335;2025-11-14;Tren;-7.00;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000335;336;2025-11-13;Compra;-5.72;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000336;337;2025-11-12;Cine;-10.25;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000337;338;2025-11-12;Pickle;-6.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000338;339;2025-11-10;Libro;-12.95;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000339;340;2025-11-09;Compra;-6.21;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000340;341;2025-11-08;Chocoflakes;-4.25;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000341;342;2025-11-06;Pan;-1.58;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000342;343;2025-11-06;Limpieza;-3.00;Gasto;Piso Málaga;Limpieza;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Shopping;"Asignación al piso inferida por contexto; se puede editar."
mov-000343;344;2025-11-06;Pescao;-4.99;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000344;345;2025-11-06;Piso;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000346;347;2025-11-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000347;348;2025-11-05;Luz madrid;-35.50;Gasto;Vivienda personal;Suministros;Vivienda personal;;;Sí;No aplica;Utilities;
mov-000348;349;2025-11-04;Tren;-39.51;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000349;350;2025-11-04;Cine;-3.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000350;351;2025-11-03;Agua;-2.95;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000351;352;2025-11-03;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000352;353;2025-11-02;Churros;-12.60;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000353;354;2025-11-01;Metro;-7.30;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000354;355;2025-11-01;Piso;-700.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000355;356;2025-11-01;Compra;-45.64;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000356;357;2025-11-01;Papel de horno;-1.30;Gasto;Compras;Hogar y jardín;Personal;;;No;No aplica;Comida;
mov-000357;358;2025-10-31;Bueguer;-4.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000358;359;2025-10-31;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000359;360;2025-10-31;Compra;-11.30;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000360;361;2025-10-31;Cerveza;-3.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000361;362;2025-10-31;Cerve;-10.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000362;363;2025-10-30;Cerve;-2.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000363;364;2025-10-27;Vuelo;-62.97;Gasto;Transporte;Avión;Personal;;;No;No aplica;Transporte;
mov-000364;365;2025-10-27;Compra;-6.38;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000365;366;2025-10-26;Comedia;-17.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000366;367;2025-10-26;Sushi;-14.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000367;368;2025-10-26;Hamburguesa;-6.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000368;369;2025-10-26;Stopper;-1.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000369;370;2025-10-26;Seguro piso;-309.06;Gasto;Piso Málaga;Seguros;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000370;371;2025-10-25;Devuelto ouigo;50.00;Ingreso;Ingresos;Reembolsos;Personal;;;No;No aplica;Transporte;Reembolso de transporte
mov-000371;372;2025-10-24;Comida;-7.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000372;373;2025-10-24;Cerveza;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000373;374;2025-10-23;Adri;-50.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Utilities;Pago al hermano por llevar al usuario al piso
mov-000374;375;2025-10-22;Cerveza;-3.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000375;376;2025-10-20;Uber;-10.91;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000376;377;2025-10-20;Setas;-12.99;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000377;378;2025-10-18;Peluqueria;-10.00;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000378;379;2025-10-17;Festival;-127.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000379;380;2025-10-17;Cerveza;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000380;381;2025-10-14;Tren;-15.00;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000381;382;2025-10-14;Pizza;-5.95;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000382;383;2025-10-13;Cafeteria;-7.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000383;384;2025-10-13;Compra;-59.58;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000384;385;2025-10-10;Cerveza;-1.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000385;386;2025-10-10;Palomitas;-4.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000386;387;2025-10-10;Cine;-9.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000387;388;2025-10-09;Bocata;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000388;389;2025-10-09;Trenes;-112.00;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000389;390;2025-10-08;Pizza;-2.95;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000390;391;2025-10-08;Bocadillo;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000391;392;2025-10-08;Trenes;-120.24;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000392;393;2025-10-07;Recibos Ibi;-76.62;Gasto;Piso Málaga;Impuestos y tasas;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000393;394;2025-10-05;Icloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000394;395;2025-10-05;Ocio y setas;-25.00;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000395;396;2025-10-05;Pickleball;-9.50;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000396;397;2025-10-04;Birra;-12.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000397;398;2025-10-02;Piso;-730.00;Gasto;Vivienda personal;Alquiler Madrid;Vivienda personal;;;Sí;No aplica;Alquiler;
mov-000398;399;2025-10-02;Piso;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000401;402;2025-10-02;Birra;-3.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000402;403;2025-10-01;Alquiler;600.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000403;404;2025-10-01;Compra;-52.63;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000404;405;2025-10-01;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000405;406;2025-09-30;Comida uni;-7.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000406;407;2025-09-29;Metro;-10.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000407;408;2025-09-29;Certificado uma;-52.60;Gasto;Educación;Matrícula y tasas;Personal;;;No;No aplica;Utilities;
mov-000408;409;2025-09-28;Ainhoa kalo;-21.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000409;410;2025-09-26;Sushi;-20.90;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000410;411;2025-09-26;iPad;-664.00;Gasto;Compras;Tecnología;Personal;;;No;No aplica;Shopping;
mov-000411;412;2025-09-26;Comida;-11.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000412;413;2025-09-24;Cosas piso;-39.38;Gasto;Piso Málaga;Mobiliario y equipamiento;Piso Málaga;;;No;Gasto del inmueble - revisar deducibilidad;Shopping;
mov-000413;414;2025-09-24;Trenes;-50.00;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000414;415;2025-09-23;Compra;-15.76;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000415;416;2025-09-23;Facu;-7.20;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000416;417;2025-09-22;F1;-194.40;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Actividades;
mov-000417;418;2025-09-22;Metro;-7.30;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Transporte;
mov-000418;419;2025-09-21;Uber;-9.02;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000419;420;2025-09-21;Buffet;-6.91;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000420;421;2025-09-20;Uber;-3.54;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000421;422;2025-09-20;Pan ou quicho;-2.26;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000422;423;2025-09-20;Caipiriña;-1.13;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000423;424;2025-09-20;Tai;-5.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000424;425;2025-09-20;Yakisoba;-6.90;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000425;426;2025-09-19;Regalo rafa;-2.58;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000426;427;2025-09-19;Comia;-4.89;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000427;428;2025-09-19;Carbonara;-7.25;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000428;429;2025-09-18;Bolt;-1.30;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000429;430;2025-09-18;Kfc;-5.76;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000430;431;2025-09-18;Uber;-12.19;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000431;432;2025-09-18;Comia;-5.13;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000432;433;2025-09-17;Jardin ultimo;-2.38;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000433;434;2025-09-17;Pizza;-7.51;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000434;435;2025-09-16;Alquiler chicas;1200.00;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Residencial;;Sí;Ingreso del inmueble;Alquiler;
mov-000435;436;2025-09-16;Ubers;-3.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000436;437;2025-09-16;Comida;-1.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000437;438;2025-09-15;Pan y chori;-4.90;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000438;439;2025-09-14;Entrada glaciar;-5.92;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000439;440;2025-09-14;Glaciar;-4.88;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000440;441;2025-09-13;Crampones;-3.00;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000441;442;2025-09-13;Chofer;-14.30;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Actividades;
mov-000442;443;2025-09-13;Compra;-3.90;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000443;444;2025-09-13;Iman;-0.59;Gasto;Compras;Otros;Personal;;;No;No aplica;Shopping;
mov-000444;445;2025-09-13;Comida;-14.06;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000445;446;2025-09-12;Uber;-4.98;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000446;447;2025-09-12;Tren;-13.70;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000447;448;2025-09-12;Tarjeta transporte;-4.00;Gasto;Transporte;Bus y metro;Personal;;;No;No aplica;Utilities;
mov-000448;449;2025-09-12;Libreta;-7.10;Gasto;Compras;Libros y papelería;Personal;;;No;No aplica;Shopping;
mov-000449;450;2025-09-12;Regalo Lupe;-9.88;Gasto;Compras;Regalos;Personal;;;No;No aplica;Shopping;
mov-000450;451;2025-09-12;Uber;-1.23;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000451;452;2025-09-12;Comida;-13.12;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000452;453;2025-09-12;Compra;-6.01;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000453;454;2025-09-12;Titulos;-266.80;Gasto;Educación;Matrícula y tasas;Personal;;;No;No aplica;Utilities;
mov-000454;455;2025-09-11;Chori;-4.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000455;456;2025-09-11;Cena gala;-14.38;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000456;457;2025-09-11;Boca;-10.71;Gasto;Salud;Médico y tratamientos;Personal;;;No;No aplica;Shopping;"Clasificación por contexto; el concepto original es poco específico."
mov-000457;458;2025-09-10;Comida;-1.16;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000458;459;2025-09-10;Pizza;-4.54;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000459;460;2025-09-10;Uber;-3.10;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000460;461;2025-09-09;Comida;-9.77;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000461;462;2025-09-09;Gasofa;-15.00;Gasto;Transporte;Coche;Personal;;;No;No aplica;Transporte;
mov-000462;463;2025-09-09;Uber;-3.94;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000463;464;2025-09-08;Llama;-10.41;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000464;465;2025-09-08;Excursion;-7.00;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000465;466;2025-09-08;Empanadilla;-1.86;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000466;467;2025-09-07;Milanesa;-5.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000467;468;2025-09-07;Tortillaorta;-1.86;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000468;469;2025-09-07;Cerro;-0.86;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000469;470;2025-09-07;Salinas;-7.46;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000470;471;2025-09-07;Cerve;-1.43;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000471;472;2025-09-06;Bolt;-4.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000472;473;2025-09-06;Comia;-4.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000473;474;2025-09-05;Mcdonal;-5.27;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000474;475;2025-09-05;iCloud;-9.99;Gasto;Suscripciones;Almacenamiento y servicios digitales;Personal;;;Sí;No aplica;Suscripciones;
mov-000475;476;2025-09-05;Comunidad;-70.80;Gasto;Piso Málaga;Comunidad;Piso Málaga;;;Sí;Gasto del inmueble - revisar deducibilidad;Utilities;
mov-000476;477;2025-09-05;Camiseta py;-6.00;Gasto;Compras;Ropa y accesorios;Personal;;;No;No aplica;Shopping;
mov-000477;478;2025-09-05;Chino;-6.60;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000478;479;2025-09-03;Pelu;-4.73;Gasto;Salud;Cuidado personal;Personal;;;No;No aplica;Salud;
mov-000479;480;2025-09-03;Compra;-3.48;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000480;481;2025-09-02;Medicamento;-4.23;Gasto;Salud;Medicamentos;Personal;;;No;No aplica;Salud;
mov-000481;482;2025-09-02;Bolt;-3.18;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000482;483;2025-09-02;Bolt;-1.50;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000483;484;2025-09-01;Tren;-19.85;Gasto;Transporte;Tren;Personal;;;No;No aplica;Transporte;
mov-000484;485;2025-09-01;Comida;-0.90;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000485;486;2025-09-01;Compra;-2.54;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000488;489;2025-08-31;Bizco;-1.19;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000489;490;2025-08-30;Cristo redentor;-20.30;Gasto;Ocio;Excursiones y experiencias;Personal;;;No;No aplica;Actividades;
mov-000490;491;2025-08-30;Cerveza;-1.70;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000491;492;2025-08-30;Bolt;-1.00;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000492;493;2025-08-30;Filete;-3.50;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000493;494;2025-08-29;Comida;-1.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000494;495;2025-08-29;Karts;-5.92;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000495;496;2025-08-29;Lomito;-3.30;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000496;497;2025-08-29;Airbnb;309.35;Ingreso;Piso Málaga;Ingreso alquiler;Piso Málaga;Airbnb;;No;Ingreso del inmueble;Alquiler;Importe bancario neto. No reconstruir el desglose histórico sin los datos de la reserva.
mov-000497;498;2025-08-28;Jardin pollos;-2.40;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000498;499;2025-08-28;Pancho;-0.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000499;500;2025-08-27;Cena fuera;-6.00;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000500;501;2025-08-26;Piso madrid;-1012.50;Gasto;Vivienda personal;Depósitos y reservas;Vivienda personal;;;No;No aplica;Utilities;Pago inicial o depósito de vivienda en Madrid
mov-000501;502;2025-08-26;Furbo;-1.12;Gasto;Ocio;Deporte;Personal;;;No;No aplica;Actividades;
mov-000502;503;2025-08-26;Bolt;-1.50;Gasto;Transporte;Taxi y VTC;Personal;;;No;No aplica;Transporte;
mov-000503;504;2025-08-26;Pororo;-0.80;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000504;505;2025-08-25;Sonic;-12.00;Gasto;Ocio;Cultura y eventos;Personal;;;No;No aplica;Shopping;Probable entrada de cine o entretenimiento
mov-000505;506;2025-08-25;Compras casa;-1.00;Gasto;Comida;Supermercado;Personal;;;No;No aplica;Comida;
mov-000506;507;2025-08-24;Beer;-3.55;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000507;508;2025-08-23;Camiseta vane;-1.70;Gasto;Compras;Ropa y accesorios;Personal;;;No;No aplica;Shopping;
mov-000508;509;2025-08-23;Empanada;-2.99;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000509;510;2025-08-23;Torta;-1.84;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000510;511;2025-08-23;Cerve;-1.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
mov-000511;512;2025-08-22;Doña;-1.50;Gasto;Comida;Comer fuera;Personal;;;No;No aplica;Comida;
